Competition Year,Team,Team Seed,Draw,Relative Draw,Athlete Name,Delivery,Player Position,,In Turn Draws,Percent,Out-Turn Draws,Percent,Total,Total Percent,,In-Turn Hits,Percent,Out-Turn Hits,Percent,Total,Total Perent,,In-Turns,Percent,Out-Turns,Percent,Total,Overall Perent
2016,alberta,3,3,2,Hope Sunley,Right,Lead,,11,84%,4,94%,15,87%,,2,63%,0,0%,2,63%,,13,81%,4,94%,17,84%
2016,alberta,3,4,3,Dacey Brown,Right,Third,,5,55%,2,88%,7,64%,,2,100%,1,100%,3,100%,,7,68%,3,92%,10,75%
2016,alberta,3,4,3,Megan Moffat,Right,Second,,4,63%,0,0%,4,63%,,9,83%,3,92%,12,85%,,13,77%,3,92%,16,80%
2016,alberta,3,4,3,Hope Sunley,Right,Lead,,4,75%,3,75%,7,75%,,6,100%,2,100%,8,100%,,10,90%,5,85%,15,88%
2016,alberta,3,5,4,Dacey Brown,Right,Third,,5,70%,5,90%,10,80%,,1,0%,5,85%,6,71%,,6,58%,10,88%,16,77%
2016,alberta,3,5,4,Megan Moffat,Right,Second,,3,42%,3,92%,6,67%,,5,65%,5,85%,10,75%,,8,56%,8,88%,16,72%
2016,alberta,3,5,4,Hope Sunley,Right,Lead,,12,79%,1,100%,13,81%,,2,63%,1,0%,3,42%,,14,77%,2,50%,16,73%
2016,alberta,3,6,5,Dacey Brown,Right,Third,,5,80%,2,50%,7,71%,,7,64%,8,94%,15,80%,,12,71%,10,85%,22,77%
2016,alberta,3,6,5,Megan Moffat,Right,Second,,4,88%,4,100%,8,94%,,5,85%,9,89%,14,88%,,9,86%,13,92%,22,90%
2016,alberta,3,6,5,Hope Sunley,Right,Lead,,11,95%,7,86%,18,92%,,2,100%,2,100%,4,100%,,13,96%,9,89%,22,93%
2016,alberta,3,9,6,Dacey Brown,Right,Third,,6,96%,3,58%,9,83%,,6,96%,5,65%,11,82%,,12,96%,8,63%,20,83%
2016,alberta,3,9,6,Megan Moffat,Right,Second,,6,79%,3,75%,9,78%,,4,75%,7,86%,11,82%,,10,78%,10,83%,20,80%
2016,alberta,3,9,6,Hope Sunley,Right,Lead,,9,83%,8,94%,17,88%,,1,75%,2,100%,3,92%,,10,83%,10,95%,20,89%
2016,alberta,3,11,7,Dacey Brown,Right,Third,,7,79%,7,82%,14,80%,,5,90%,3,100%,8,94%,,12,83%,10,88%,22,85%
2016,alberta,3,11,7,Megan Moffat,Right,Second,,10,88%,5,90%,15,88%,,5,95%,2,100%,7,96%,,15,90%,7,93%,22,91%
2016,alberta,3,11,7,Hope Sunley,Right,Lead,,15,98%,4,100%,19,99%,,2,100%,1,0%,3,67%,,17,99%,5,80%,22,94%
2016,alberta,3,12,8,Dacey Brown,Right,Third,,8,72%,1,25%,9,67%,,2,88%,5,100%,7,96%,,10,75%,6,88%,16,80%
2016,alberta,3,12,8,Megan Moffat,Right,Second,,8,100%,2,50%,10,90%,,5,85%,1,100%,6,88%,,13,94%,3,67%,16,89%
2016,alberta,3,12,8,Hope Sunley,Right,Lead,,10,75%,3,92%,13,79%,,0,0%,3,83%,3,83%,,10,75%,6,88%,16,80%
2016,alberta,3,14,9,Dacey Brown,Right,Third,,0,0%,3,67%,3,67%,,3,100%,10,100%,13,100%,,3,100%,13,92%,16,94%
2016,alberta,3,14,9,Megan Moffat,Right,Second,,0,0%,4,100%,4,100%,,8,75%,4,100%,12,83%,,8,75%,8,100%,16,88%
2016,alberta,3,14,9,Hope Sunley,Right,Lead,,8,84%,4,88%,12,85%,,3,100%,1,100%,4,100%,,11,89%,5,90%,16,89%
2016,alberta,3,15,10,Dacey Brown,Right,Third,,2,63%,0,0%,2,63%,,8,97%,6,71%,14,86%,,10,90%,6,71%,16,83%
2016,alberta,3,15,10,Megan Moffat,Right,Second,,1,100%,1,50%,2,75%,,8,94%,6,100%,14,96%,,9,94%,7,93%,16,94%
2016,alberta,3,15,10,Hope Sunley,Right,Lead,,3,67%,7,71%,10,70%,,1,100%,3,92%,4,94%,,4,75%,10,78%,14,77%
2016,british columbia,1,2,1,Sarah Nicole Daniels,Right,Fourth,,2,100%,2,100%,4,100%,,7,79%,4,94%,11,84%,,9,83%,6,96%,15,88%
2016,british columbia,1,2,1,Marika Van Osch,Right,Third,,2,100%,1,100%,3,100%,,6,96%,7,89%,13,92%,,8,97%,8,91%,16,94%
2016,british columbia,1,2,1,Dezaray Hawes,Right,Second,,0,0%,1,0%,1,0%,,7,68%,8,91%,15,80%,,7,68%,9,81%,16,75%
2016,british columbia,1,3,2,Sarah Nicole Daniels,Right,Fourth,,4,88%,5,100%,9,94%,,3,100%,4,100%,7,100%,,7,93%,9,100%,16,97%
2016,british columbia,1,3,2,Marika Van Osch,Right,Third,,1,75%,3,100%,4,94%,,5,75%,7,89%,12,83%,,6,75%,10,93%,16,86%
2016,british columbia,1,3,2,Dezaray Hawes,Right,Second,,4,56%,2,100%,6,71%,,7,100%,3,100%,10,100%,,11,84%,5,100%,16,89%
2016,british columbia,1,6,3,Sarah Nicole Daniels,Right,Fourth,,6,79%,4,100%,10,88%,,5,45%,7,89%,12,71%,,11,64%,11,93%,22,78%
2016,british columbia,1,6,3,Marika Van Osch,Right,Third,,2,50%,4,69%,6,63%,,10,93%,6,92%,16,92%,,12,85%,10,83%,22,84%
2016,british columbia,1,6,3,Dezaray Hawes,Right,Second,,4,63%,1,100%,5,70%,,12,79%,5,70%,17,76%,,16,75%,6,75%,22,75%
2016,british columbia,1,7,4,Sarah Nicole Daniels,Right,Fourth,,3,92%,7,93%,10,93%,,4,69%,2,100%,6,79%,,7,79%,9,94%,16,88%
2016,british columbia,1,7,4,Marika Van Osch,Right,Third,,4,50%,1,100%,5,60%,,3,100%,8,94%,11,95%,,7,71%,9,94%,16,84%
2016,british columbia,1,7,4,Dezaray Hawes,Right,Second,,1,50%,3,92%,4,81%,,9,83%,3,100%,12,88%,,10,80%,6,96%,16,86%
2016,british columbia,1,8,5,Sarah Nicole Daniels,Right,Fourth,,5,60%,3,100%,8,75%,,6,100%,6,96%,12,98%,,11,82%,9,97%,20,89%
2016,british columbia,1,8,5,Marika Van Osch,Right,Third,,4,50%,1,25%,5,45%,,5,90%,10,90%,15,90%,,9,72%,11,84%,20,79%
2016,british columbia,1,8,5,Dezaray Hawes,Right,Second,,3,50%,1,100%,4,63%,,8,84%,8,72%,16,78%,,11,75%,9,75%,20,75%
2016,british columbia,1,9,6,Sarah Nicole Daniels,Right,Fourth,,3,83%,6,50%,9,61%,,2,100%,7,100%,9,100%,,5,90%,13,77%,18,81%
2016,british columbia,1,9,6,Marika Van Osch,Right,Third,,2,100%,1,100%,3,100%,,8,94%,7,86%,15,90%,,10,95%,8,88%,18,92%
2016,british columbia,1,9,6,Dezaray Hawes,Right,Second,,1,0%,1,100%,2,50%,,7,93%,9,78%,16,84%,,8,81%,10,80%,18,81%
2016,british columbia,1,11,7,Sarah Nicole Daniels,Right,Fourth,,3,67%,3,83%,6,75%,,8,66%,8,100%,16,83%,,11,66%,11,95%,22,81%
2016,british columbia,1,11,7,Marika Van Osch,Right,Third,,4,63%,0,0%,4,63%,,11,100%,7,100%,18,100%,,15,90%,7,100%,22,93%
2016,british columbia,1,11,7,Dezaray Hawes,Right,Second,,0,0%,1,50%,1,50%,,10,80%,11,100%,21,90%,,10,80%,12,96%,22,89%
2016,british columbia,1,12,8,Sarah Nicole Daniels,Right,Fourth,,8,75%,3,50%,11,68%,,2,88%,7,68%,9,72%,,10,78%,10,63%,20,70%
2016,british columbia,1,12,8,Marika Van Osch,Right,Third,,5,85%,3,33%,8,66%,,6,75%,6,92%,12,83%,,11,80%,9,72%,20,76%
2016,british columbia,1,12,8,Dezaray Hawes,Right,Second,,4,75%,0,0%,4,75%,,9,81%,7,64%,16,73%,,13,79%,7,64%,20,74%
2016,british columbia,1,14,9,Sarah Nicole Daniels,Right,Fourth,,9,86%,3,67%,12,81%,,7,79%,2,100%,9,83%,,16,83%,5,80%,21,82%
2016,british columbia,1,14,9,Marika Van Osch,Right,Third,,5,80%,0,0%,5,80%,,11,91%,6,88%,17,90%,,16,88%,6,88%,22,88%
2016,british columbia,1,14,9,Dezaray Hawes,Right,Second,,3,75%,0,0%,3,75%,,5,85%,14,91%,19,89%,,8,81%,14,91%,22,88%
2016,british columbia,1,15,10,Sarah Nicole Daniels,Right,Fourth,,1,50%,8,78%,9,75%,,4,50%,6,58%,10,55%,,5,50%,14,70%,19,64%
2016,british columbia,1,15,10,Marika Van Osch,Right,Third,,3,58%,4,88%,7,75%,,6,67%,7,100%,13,85%,,9,64%,11,95%,20,81%
2016,british columbia,1,15,10,Dezaray Hawes,Right,Second,,1,25%,3,100%,4,81%,,5,90%,11,86%,16,88%,,6,79%,14,89%,20,86%
2016,british columbia,1,17,11,Sarah Nicole Daniels,Right,Fourth,,3,33%,2,75%,5,50%,,4,100%,9,100%,13,100%,,7,71%,11,95%,18,86%
2016,british columbia,1,17,11,Marika Van Osch,Right,Third,,3,83%,2,25%,5,60%,,7,93%,8,100%,15,97%,,10,90%,10,85%,20,88%
2016,british columbia,1,17,11,Dezaray Hawes,Right,Second,,0,0%,0,0%,0,0%,,12,100%,8,100%,20,100%,,12,100%,8,100%,20,100%
2016,british columbia,1,18,12,Sarah Nicole Daniels,Right,Fourth,,6,38%,7,75%,13,58%,,2,100%,3,42%,5,65%,,8,53%,10,65%,18,60%
2016,british columbia,1,18,12,Marika Van Osch,Right,Third,,9,69%,4,63%,13,67%,,3,100%,4,88%,7,93%,,12,77%,8,75%,20,76%
2016,british columbia,1,18,12,Dezaray Hawes,Right,Second,,7,79%,4,50%,11,68%,,3,67%,6,96%,9,86%,,10,75%,10,78%,20,76%
2016,manitoba,2,2,1,Abby Ackland,Right,Fourth,,5,65%,6,67%,11,66%,,4,75%,4,50%,8,63%,,9,69%,10,60%,19,64%
2016,manitoba,2,2,1,Robyn Njegovan,Right,Third,,2,50%,7,54%,9,53%,,2,75%,9,89%,11,86%,,4,63%,16,73%,20,71%
2016,manitoba,2,2,1,Melissa Gordon,Right,Second,,3,42%,3,67%,6,54%,,4,94%,10,83%,14,86%,,7,71%,13,79%,20,76%
2016,manitoba,2,2,1,Sara Oliver,Right,Lead,,3,50%,10,58%,13,56%,,0,0%,6,42%,6,42%,,3,50%,16,52%,19,51%
2016,manitoba,2,4,2,Abby Ackland,Right,Fourth,,6,100%,4,69%,10,88%,,3,83%,5,100%,8,94%,,9,94%,9,86%,18,90%
2016,manitoba,2,4,2,Robyn Njegovan,Right,Third,,6,75%,2,100%,8,81%,,7,100%,5,90%,12,96%,,13,88%,7,93%,20,90%
2016,manitoba,2,4,2,Melissa Gordon,Right,Second,,1,100%,5,95%,6,96%,,5,80%,9,81%,14,80%,,6,83%,14,86%,20,85%
2016,manitoba,2,4,2,Sara Oliver,Right,Lead,,6,100%,9,100%,15,100%,,0,0%,2,100%,2,100%,,6,100%,11,100%,17,100%
2016,manitoba,2,6,3,Abby Ackland,Right,Fourth,,3,50%,3,92%,6,71%,,4,75%,6,92%,10,85%,,7,64%,9,92%,16,80%
2016,manitoba,2,6,3,Robyn Njegovan,Right,Third,,3,83%,5,80%,8,81%,,4,94%,4,100%,8,97%,,7,89%,9,89%,16,89%
2016,manitoba,2,6,3,Melissa Gordon,Right,Second,,3,67%,6,75%,9,72%,,3,83%,4,100%,7,93%,,6,75%,10,85%,16,81%
2016,manitoba,2,6,3,Sara Oliver,Right,Lead,,3,58%,9,81%,12,75%,,3,100%,1,100%,4,100%,,6,79%,10,83%,16,81%
2016,manitoba,2,7,4,Abby Ackland,Right,Fourth,,4,88%,5,70%,9,78%,,3,75%,4,75%,7,75%,,7,82%,9,72%,16,77%
2016,manitoba,2,7,4,Robyn Njegovan,Right,Third,,1,100%,1,75%,2,88%,,6,100%,8,66%,14,80%,,7,100%,9,67%,16,81%
2016,manitoba,2,7,4,Melissa Gordon,Right,Second,,1,100%,2,88%,3,92%,,10,90%,3,100%,13,92%,,11,91%,5,95%,16,92%
2016,manitoba,2,7,4,Sara Oliver,Right,Lead,,4,88%,9,67%,13,73%,,1,75%,2,100%,3,92%,,5,85%,11,73%,16,77%
2016,manitoba,2,8,5,Abby Ackland,Right,Fourth,,8,63%,4,44%,12,56%,,3,58%,5,40%,8,47%,,11,61%,9,42%,20,53%
2016,manitoba,2,8,5,Robyn Njegovan,Right,Third,,12,65%,2,100%,14,70%,,4,44%,2,63%,6,50%,,16,59%,4,81%,20,64%
2016,manitoba,2,8,5,Melissa Gordon,Right,Second,,5,70%,6,79%,11,75%,,4,94%,5,75%,9,83%,,9,81%,11,77%,20,79%
2016,manitoba,2,8,5,Sara Oliver,Right,Lead,,5,90%,10,90%,15,90%,,2,100%,3,100%,5,100%,,7,93%,13,92%,20,93%
2016,manitoba,2,9,6,Abby Ackland,Right,Fourth,,5,100%,2,88%,7,96%,,7,96%,6,83%,13,90%,,12,98%,8,84%,20,93%
2016,manitoba,2,9,6,Robyn Njegovan,Right,Third,,4,50%,2,100%,6,67%,,8,78%,6,92%,14,84%,,12,69%,8,94%,20,79%
2016,manitoba,2,9,6,Melissa Gordon,Right,Second,,5,100%,4,100%,9,100%,,4,88%,7,86%,11,86%,,9,94%,11,91%,20,93%
2016,manitoba,2,9,6,Sara Oliver,Right,Lead,,7,86%,10,100%,17,94%,,0,0%,1,100%,1,100%,,7,86%,11,100%,18,94%
2016,manitoba,2,12,7,Abby Ackland,Right,Fourth,,1,25%,5,40%,6,38%,,7,68%,7,64%,14,66%,,8,63%,12,54%,20,58%
2016,manitoba,2,12,7,Robyn Njegovan,Right,Third,,1,50%,4,69%,5,65%,,8,66%,7,82%,15,73%,,9,64%,11,77%,20,71%
2016,manitoba,2,12,7,Melissa Gordon,Right,Second,,0,0%,4,56%,4,56%,,8,75%,8,78%,16,77%,,8,75%,12,71%,20,73%
2016,manitoba,2,12,7,Sara Oliver,Right,Lead,,2,63%,15,80%,17,78%,,1,100%,2,75%,3,83%,,3,75%,17,79%,20,79%
2016,manitoba,2,13,8,Abby Ackland,Right,Fourth,,1,0%,3,100%,4,75%,,8,75%,8,84%,16,80%,,9,67%,11,89%,20,79%
2016,manitoba,2,13,8,Robyn Njegovan,Right,Third,,1,100%,2,100%,3,100%,,8,88%,9,94%,17,91%,,9,89%,11,95%,20,93%
2016,manitoba,2,13,8,Melissa Gordon,Right,Second,,1,100%,2,88%,3,92%,,10,95%,7,86%,17,91%,,11,95%,9,86%,20,91%
2016,manitoba,2,13,8,Sara Oliver,Right,Lead,,5,95%,13,83%,18,86%,,0,0%,2,50%,2,50%,,5,95%,15,78%,20,83%
2016,manitoba,2,14,9,Abby Ackland,Right,Fourth,,1,50%,9,58%,10,58%,,5,85%,7,61%,12,71%,,6,79%,16,59%,22,65%
2016,manitoba,2,14,9,Robyn Njegovan,Right,Third,,3,83%,9,86%,12,85%,,2,50%,8,91%,10,83%,,5,70%,17,88%,22,84%
2016,manitoba,2,14,9,Melissa Gordon,Right,Second,,5,75%,9,92%,14,86%,,4,81%,4,94%,8,88%,,9,78%,13,92%,22,86%
2016,manitoba,2,14,9,Sara Oliver,Right,Lead,,2,50%,12,96%,14,89%,,2,63%,6,75%,8,72%,,4,56%,18,89%,22,83%
2016,manitoba,2,15,10,Abby Ackland,Right,Fourth,,2,50%,10,80%,12,75%,,3,58%,5,50%,8,53%,,5,55%,15,70%,20,66%
2016,manitoba,2,15,10,Robyn Njegovan,Right,Third,,2,88%,9,72%,11,75%,,2,100%,7,75%,9,81%,,4,94%,16,73%,20,78%
2016,manitoba,2,15,10,Melissa Gordon,Right,Second,,3,75%,8,88%,11,84%,,1,100%,8,88%,9,89%,,4,81%,16,88%,20,86%
2016,manitoba,2,15,10,Sara Oliver,Right,Lead,,2,100%,15,97%,17,97%,,2,100%,1,100%,3,100%,,4,100%,16,97%,20,98%
2016,manitoba,2,16,11,Abby Ackland,Right,Fourth,,10,63%,1,0%,11,57%,,4,63%,5,85%,9,75%,,14,63%,6,71%,20,65%
2016,manitoba,2,16,11,Robyn Njegovan,Right,Third,,5,95%,3,100%,8,97%,,5,100%,7,93%,12,96%,,10,98%,10,95%,20,96%
2016,manitoba,2,16,11,Melissa Gordon,Right,Second,,6,54%,6,63%,12,58%,,3,100%,5,95%,8,97%,,9,69%,11,77%,20,74%
2016,manitoba,2,16,11,Sara Oliver,Right,Lead,,5,55%,13,85%,18,76%,,0,0%,2,100%,2,100%,,5,55%,15,87%,20,79%
2016,new brunswick,1,1,1,Justine Comeau,Right,Fourth,,1,75%,5,35%,6,42%,,5,70%,5,30%,10,50%,,6,71%,10,33%,16,47%
2016,new brunswick,1,1,1,Emma Le Blanc,Right,Third,,3,92%,6,38%,9,56%,,2,50%,5,90%,7,79%,,5,75%,11,61%,16,66%
2016,new brunswick,1,1,1,Brigitte Comeau,Right,Second,,5,80%,5,65%,10,73%,,5,95%,1,100%,6,96%,,10,88%,6,71%,16,81%
2016,new brunswick,1,1,1,Keira McLaughlin,Right,Lead,,3,67%,10,78%,13,75%,,1,100%,2,100%,3,100%,,4,75%,12,81%,16,80%
2016,new brunswick,1,2,2,Justine Comeau,Right,Fourth,,3,83%,9,67%,12,71%,,4,75%,0,0%,4,75%,,7,79%,9,67%,16,72%
2016,new brunswick,1,2,2,Emma Le Blanc,Right,Third,,5,70%,7,71%,12,71%,,2,50%,2,88%,4,69%,,7,64%,9,75%,16,70%
2016,new brunswick,1,2,2,Brigitte Comeau,Right,Second,,6,75%,6,58%,12,67%,,2,88%,2,100%,4,94%,,8,78%,8,69%,16,73%
2016,new brunswick,1,2,2,Keira McLaughlin,Right,Lead,,2,75%,6,79%,8,78%,,2,100%,4,100%,6,100%,,4,88%,10,88%,14,88%
2016,new brunswick,1,4,3,Justine Comeau,Right,Fourth,,7,61%,4,44%,11,55%,,3,25%,2,25%,5,25%,,10,50%,6,38%,16,45%
2016,new brunswick,1,4,3,Emma Le Blanc,Right,Third,,6,46%,2,75%,8,53%,,2,38%,6,42%,8,41%,,8,44%,8,50%,16,47%
2016,new brunswick,1,4,3,Brigitte Comeau,Right,Second,,5,100%,6,54%,11,75%,,2,100%,3,75%,5,85%,,7,100%,9,61%,16,78%
2016,new brunswick,1,4,3,Keira McLaughlin,Right,Lead,,9,83%,6,83%,15,83%,,1,0%,0,0%,1,0%,,10,75%,6,83%,16,78%
2016,new brunswick,1,6,4,Justine Comeau,Right,Fourth,,4,63%,4,50%,8,56%,,6,50%,7,75%,13,63%,,10,55%,11,66%,21,61%
2016,new brunswick,1,6,4,Emma Le Blanc,Right,Third,,3,75%,4,75%,7,75%,,1,50%,14,91%,15,88%,,4,69%,18,88%,22,84%
2016,new brunswick,1,6,4,Brigitte Comeau,Right,Second,,4,69%,4,44%,8,56%,,3,75%,11,66%,14,68%,,7,71%,15,60%,22,64%
2016,new brunswick,1,6,4,Keira McLaughlin,Right,Lead,,7,89%,14,84%,21,86%,,0,0%,1,100%,1,100%,,7,89%,15,85%,22,86%
2016,new brunswick,1,7,5,Justine Comeau,Right,Fourth,,1,75%,5,80%,6,79%,,6,79%,7,61%,13,69%,,7,79%,12,69%,19,72%
2016,new brunswick,1,7,5,Emma Le Blanc,Right,Third,,1,75%,5,65%,6,67%,,5,65%,9,67%,14,66%,,6,67%,14,66%,20,66%
2016,new brunswick,1,7,5,Brigitte Comeau,Right,Second,,1,75%,3,50%,4,56%,,7,64%,9,94%,16,81%,,8,66%,12,83%,20,76%
2016,new brunswick,1,7,5,Keira McLaughlin,Right,Lead,,5,65%,9,72%,14,70%,,3,67%,3,67%,6,67%,,8,66%,12,71%,20,69%
2016,new brunswick,1,8,6,Justine Comeau,Right,Fourth,,7,68%,4,94%,11,77%,,6,96%,2,100%,8,97%,,13,81%,6,96%,19,86%
2016,new brunswick,1,8,6,Emma Le Blanc,Right,Third,,2,100%,3,100%,5,100%,,9,56%,6,79%,15,65%,,11,64%,9,86%,20,74%
2016,new brunswick,1,8,6,Brigitte Comeau,Right,Second,,0,0%,0,0%,0,0%,,11,70%,9,75%,20,73%,,11,70%,9,75%,20,73%
2016,new brunswick,1,8,6,Keira McLaughlin,Right,Lead,,7,64%,9,86%,16,77%,,3,100%,1,25%,4,81%,,10,75%,10,80%,20,78%
2016,new brunswick,1,11,7,Justine Comeau,Right,Fourth,,8,72%,6,63%,14,68%,,2,75%,6,92%,8,88%,,10,73%,12,77%,22,75%
2016,new brunswick,1,11,7,Emma Le Blanc,Right,Third,,3,58%,8,84%,11,77%,,6,58%,5,80%,11,68%,,9,58%,13,83%,22,73%
2016,new brunswick,1,11,7,Brigitte Comeau,Right,Second,,5,45%,4,56%,9,50%,,5,75%,8,75%,13,75%,,10,60%,12,69%,22,65%
2016,new brunswick,1,11,7,Keira McLaughlin,Right,Lead,,2,63%,16,84%,18,82%,,1,0%,3,75%,4,56%,,3,42%,19,83%,22,77%
2016,new brunswick,1,13,8,Justine Comeau,Right,Fourth,,5,45%,4,38%,9,42%,,4,56%,5,55%,9,56%,,9,50%,9,47%,18,49%
2016,new brunswick,1,13,8,Emma Le Blanc,Right,Third,,6,79%,5,65%,11,73%,,3,33%,4,56%,7,46%,,9,64%,9,61%,18,63%
2016,new brunswick,1,13,8,Brigitte Comeau,Right,Second,,8,53%,6,54%,14,54%,,3,50%,1,50%,4,50%,,11,52%,7,54%,18,53%
2016,new brunswick,1,13,8,Keira McLaughlin,Right,Lead,,5,85%,7,79%,12,81%,,3,58%,3,75%,6,67%,,8,75%,10,78%,18,76%
2016,new brunswick,1,14,9,Justine Comeau,Right,Fourth,,4,56%,6,46%,10,50%,,3,83%,5,65%,8,72%,,7,68%,11,55%,18,60%
2016,new brunswick,1,14,9,Emma Le Blanc,Right,Third,,6,63%,2,25%,8,53%,,5,85%,5,100%,10,93%,,11,73%,7,79%,18,75%
2016,new brunswick,1,14,9,Brigitte Comeau,Right,Second,,2,88%,6,79%,8,81%,,5,75%,5,85%,10,80%,,7,79%,11,82%,18,81%
2016,new brunswick,1,14,9,Keira McLaughlin,Right,Lead,,9,72%,7,89%,16,80%,,1,100%,1,50%,2,75%,,10,75%,8,84%,18,79%
2016,new brunswick,1,15,10,Justine Comeau,Right,Fourth,,4,69%,2,75%,6,71%,,6,88%,8,72%,14,79%,,10,80%,10,73%,20,76%
2016,new brunswick,1,15,10,Emma Le Blanc,Right,Third,,2,88%,7,79%,9,81%,,6,71%,5,90%,11,80%,,8,75%,12,83%,20,80%
2016,new brunswick,1,15,10,Brigitte Comeau,Right,Second,,2,50%,6,71%,8,66%,,5,75%,7,75%,12,75%,,7,68%,13,73%,20,71%
2016,new brunswick,1,15,10,Keira McLaughlin,Right,Lead,,4,44%,7,93%,11,75%,,3,75%,4,38%,7,54%,,7,57%,11,73%,18,67%
2016,new brunswick,1,16,11,Justine Comeau,Right,Fourth,,6,25%,1,100%,7,36%,,4,50%,8,94%,12,79%,,10,35%,9,94%,19,63%
2016,new brunswick,1,16,11,Emma Le Blanc,Right,Third,,4,50%,0,0%,4,50%,,5,65%,11,93%,16,84%,,9,58%,11,93%,20,78%
2016,new brunswick,1,16,11,Brigitte Comeau,Right,Second,,4,44%,4,50%,8,47%,,3,92%,9,89%,12,90%,,7,64%,13,77%,20,73%
2016,new brunswick,1,16,11,Keira McLaughlin,Right,Lead,,7,86%,11,59%,18,69%,,1,0%,1,100%,2,50%,,8,75%,12,63%,20,68%
2016,new brunswick,1,17,12,Justine Comeau,Right,Fourth,,3,83%,7,75%,10,78%,,4,44%,3,83%,7,61%,,7,61%,10,78%,17,71%
2016,new brunswick,1,17,12,Emma Le Blanc,Right,Third,,4,81%,8,75%,12,77%,,3,83%,4,75%,7,79%,,7,82%,12,75%,19,78%
2016,new brunswick,1,17,12,Brigitte Comeau,Right,Second,,3,75%,12,73%,15,73%,,3,100%,2,50%,5,80%,,6,88%,14,70%,20,75%
2016,new brunswick,1,17,12,Keira McLaughlin,Right,Lead,,8,94%,12,77%,20,84%,,0,0%,0,0%,0,0%,,8,94%,12,77%,20,84%
2016,newfoundland & labrador,7,1,1,Brooke Godsland,Right,Fourth,,2,100%,0,0%,2,100%,,8,66%,6,63%,14,64%,,10,73%,6,63%,16,69%
2016,newfoundland & labrador,7,1,1,Megan  Kearley,Right,Third,,1,0%,2,63%,3,42%,,8,53%,5,60%,13,56%,,9,47%,7,61%,16,53%
2016,newfoundland & labrador,7,1,1,Gabrielle Molloy,Left,Second,,5,70%,6,50%,11,59%,,3,67%,2,75%,5,70%,,8,69%,8,56%,16,63%
2016,newfoundland & labrador,7,1,1,Michelle Taylor,Right,Lead,,6,88%,4,63%,10,78%,,1,25%,5,60%,6,54%,,7,79%,9,61%,16,69%
2016,newfoundland & labrador,7,2,2,Brooke Godsland,Right,Fourth,,2,0%,6,75%,8,56%,,6,75%,2,50%,8,69%,,8,56%,8,69%,16,63%
2016,newfoundland & labrador,7,2,2,Megan  Kearley,Right,Third,,1,75%,7,64%,8,66%,,6,83%,2,50%,8,75%,,7,82%,9,61%,16,70%
2016,newfoundland & labrador,7,2,2,Gabrielle Molloy,Left,Second,,5,40%,5,40%,10,40%,,2,50%,4,81%,6,71%,,7,43%,9,58%,16,52%
2016,newfoundland & labrador,7,2,2,Michelle Taylor,Right,Lead,,8,69%,6,38%,14,55%,,0,0%,2,100%,2,100%,,8,69%,8,53%,16,61%
2016,newfoundland & labrador,7,4,3,Brooke Godsland,Right,Fourth,,1,50%,7,71%,8,69%,,6,79%,4,63%,10,73%,,7,75%,11,68%,18,71%
2016,newfoundland & labrador,7,4,3,Megan  Kearley,Right,Third,,1,100%,10,70%,11,73%,,3,75%,4,56%,7,64%,,4,81%,14,66%,18,69%
2016,newfoundland & labrador,7,4,3,Gabrielle Molloy,Left,Second,,5,65%,6,75%,11,70%,,4,63%,3,100%,7,79%,,9,64%,9,83%,18,74%
2016,newfoundland & labrador,7,4,3,Michelle Taylor,Right,Lead,,8,84%,5,80%,13,83%,,1,50%,4,94%,5,85%,,9,81%,9,86%,18,83%
2016,newfoundland & labrador,7,6,4,Brooke Godsland,Right,Fourth,,6,50%,6,17%,12,33%,,3,92%,3,67%,6,79%,,9,64%,9,33%,18,49%
2016,newfoundland & labrador,7,6,4,Megan  Kearley,Right,Third,,3,83%,5,60%,8,69%,,2,88%,8,59%,10,65%,,5,85%,13,60%,18,67%
2016,newfoundland & labrador,7,6,4,Gabrielle Molloy,Left,Second,,5,65%,4,50%,9,58%,,7,71%,4,100%,11,82%,,12,69%,8,75%,20,71%
2016,newfoundland & labrador,7,6,4,Michelle Taylor,Right,Lead,,9,89%,7,86%,16,88%,,1,100%,3,67%,4,75%,,10,90%,10,80%,20,85%
2016,newfoundland & labrador,7,7,5,Brooke Godsland,Right,Fourth,,6,54%,3,67%,9,58%,,2,75%,5,60%,7,64%,,8,59%,8,63%,16,61%
2016,newfoundland & labrador,7,7,5,Megan  Kearley,Right,Third,,6,54%,6,38%,12,46%,,1,100%,3,50%,4,63%,,7,61%,9,42%,16,50%
2016,newfoundland & labrador,7,7,5,Gabrielle Molloy,Left,Second,,9,47%,4,50%,13,48%,,3,83%,0,0%,3,83%,,12,56%,4,50%,16,55%
2016,newfoundland & labrador,7,7,5,Michelle Taylor,Right,Lead,,6,75%,7,82%,13,79%,,1,100%,2,50%,3,67%,,7,79%,9,75%,16,77%
2016,newfoundland & labrador,7,8,6,Brooke Godsland,Right,Fourth,,2,50%,12,52%,14,52%,,2,38%,4,50%,6,46%,,4,44%,16,52%,20,50%
2016,newfoundland & labrador,7,8,6,Megan  Kearley,Right,Third,,8,75%,6,46%,14,63%,,3,100%,3,67%,6,83%,,11,82%,9,53%,20,69%
